Order_ID,Customer_ID,City,Category,Payment_Mode,Order_Date,Scheduled_Delivery_Days,Actual_Delivery_Days,Delivery_Date,Order_Value,Discount_Applied,Discount_Amount,Final_Amount,Returned,Return_Reason,Delay
8772,1244,Houston,Books,COD,2022-03-06,8,7,2022-03-13,443.39,0.28,124.15,319.24,0,Not Returned,-1
8773,3156,Miami,Books,Debit Card,2022-11-14,7,9,2022-11-23,312.01,0.24,74.88,237.13,0,Not Returned,2
8774,4896,San Francisco,Beauty,Debit Card,2022-07-07,1,1,2022-07-08,351.02,0.03,10.53,340.49,0,Not Returned,0
8775,4870,Seattle,Electronics,Credit Card,2022-04-08,7,5,2022-04-13,128.47,0.23,29.55,98.92,1,Late Delivery,-2
8776,3580,Seattle,Books,Debit Card,2022-09-29,6,6,2022-10-05,462.92,0.25,115.73,347.19,0,Not Returned,0
8777,4161,Boston,Sports,Net Banking,2022-04-15,5,4,2022-04-19,319.27,0.27,86.2,233.07,0,Not Returned,-1
8778,1295,Chicago,Toys,Net Banking,2022-05-15,8,6,2022-05-21,70.83,0.16,11.33,59.5,0,Not Returned,-2
8779,3159,Dallas,Toys,Debit Card,2022-11-29,1,1,2022-11-30,27.47,0.21,5.77,21.7,1,Defective,0
8780,4884,New York,Clothing,Credit Card,2022-07-15,9,8,2022-07-23,27.64,0.23,6.36,21.28,0,Not Returned,-1
8781,2612,Phoenix,Beauty,Net Banking,2022-08-19,4,6,2022-08-25,44.58,0.21,9.36,35.22,0,Not Returned,2
8782,4248,Dallas,Beauty,Debit Card,2022-07-21,5,4,2022-07-25,457.58,0.19,86.94,370.64,0,Not Returned,-1
8783,3390,Dallas,Beauty,UPI,2022-04-02,6,5,2022-04-07,192.02,0.16,30.72,161.3,0,Not Returned,-1
8784,4731,Los Angeles,Sports,Net Banking,2022-12-14,8,8,2022-12-22,163.15,0.14,22.84,140.31,0,Not Returned,0
8785,3148,Dallas,Beauty,COD,2022-02-16,2,2,2022-02-18,219.94,0.3,65.98,153.96,0,Not Returned,0
8786,4829,Los Angeles,Sports,Net Banking,2022-01-11,2,4,2022-01-15,216.59,0.1,21.66,194.93,0,Not Returned,2
8787,3676,Boston,Toys,Debit Card,2022-06-11,6,7,2022-06-18,134.48,0.03,4.03,130.45,0,Not Returned,1
8788,2627,Chicago,Home Appliances,Debit Card,2022-02-20,3,2,2022-02-22,64.08,0.23,14.74,49.34,0,Not Returned,-1
8789,4472,Seattle,Electronics,Debit Card,2022-01-05,6,6,2022-01-11,72.14,0.06,4.33,67.81,0,Not Returned,0
8790,1027,Miami,Beauty,Credit Card,2022-10-31,8,9,2022-11-09,307.61,0.16,49.22,258.39,0,Not Returned,1
8791,3984,Seattle,Toys,Credit Card,2022-10-14,1,2,2022-10-16,210.48,0.03,6.31,204.17,0,Not Returned,1
8792,2985,San Francisco,Electronics,UPI,2022-12-21,6,4,2022-12-25,453.18,0.19,86.1,367.08,0,Not Returned,-2
8793,2560,Phoenix,Toys,UPI,2022-03-26,5,5,2022-03-31,242.59,0.28,67.93,174.66,0,Not Returned,0
8794,1057,Chicago,Beauty,Net Banking,2022-10-23,9,8,2022-10-31,261.68,0.22,57.57,204.11,0,Not Returned,-1
8795,2521,Chicago,Sports,Debit Card,2022-09-23,5,5,2022-09-28,465.56,0.06,27.93,437.63,0,Not Returned,0
8796,1296,Boston,Toys,UPI,2022-12-04,6,5,2022-12-09,260.79,0.29,75.63,185.16,1,Defective,-1
8797,3181,Phoenix,Clothing,Debit Card,2022-08-18,9,9,2022-08-27,260.95,0.09,23.49,237.46,0,Not Returned,0
8798,4402,San Francisco,Electronics,Net Banking,2022-11-01,4,6,2022-11-07,194.32,0.13,25.26,169.06,0,Not Returned,2
8799,3296,San Francisco,Electronics,Credit Card,2022-05-25,3,5,2022-05-30,361.0,0.15,54.15,306.85,0,Not Returned,2
8800,4068,Miami,Sports,UPI,2022-08-02,1,3,2022-08-05,208.27,0.3,62.48,145.79,1,Defective,2
8801,3597,New York,Electronics,COD,2022-07-27,1,1,2022-07-28,302.39,0.02,6.05,296.34,0,Not Returned,0
8802,1901,Seattle,Home Appliances,COD,2022-11-07,4,6,2022-11-13,234.75,0.21,49.3,185.45,0,Not Returned,2
8803,2964,Dallas,Sports,COD,2022-10-17,10,9,2022-10-26,273.8,0.11,30.12,243.68,0,Not Returned,-1
8804,2098,Phoenix,Electronics,COD,2022-08-24,5,4,2022-08-28,416.97,0.02,8.34,408.63,1,No Longer Needed,-1
8805,2677,San Francisco,Electronics,COD,2022-02-02,10,8,2022-02-10,218.59,0.28,61.21,157.38,0,Not Returned,-2
8806,3881,San Francisco,Electronics,COD,2022-05-13,1,2,2022-05-15,130.44,0.18,23.48,106.96,0,Not Returned,1
8807,2191,New York,Sports,COD,2022-04-14,1,2,2022-04-16,293.75,0.23,67.56,226.19,0,Not Returned,1
8808,1770,Chicago,Clothing,UPI,2022-02-11,5,4,2022-02-15,470.0,0.07,32.9,437.1,0,Not Returned,-1
8809,2526,San Francisco,Books,COD,2022-05-11,3,2,2022-05-13,352.74,0.23,81.13,271.61,0,Not Returned,-1
8810,4956,Miami,Toys,COD,2022-07-10,8,6,2022-07-16,168.01,0.25,42.0,126.01,0,Not Returned,-2
8811,2378,San Francisco,Beauty,Net Banking,2022-09-26,9,8,2022-10-04,482.24,0.13,62.69,419.55,0,Not Returned,-1
8812,2248,San Francisco,Toys,UPI,2022-09-01,3,3,2022-09-04,184.5,0.17,31.36,153.14,0,Not Returned,0
8813,4735,New York,Electronics,Net Banking,2022-03-02,4,3,2022-03-05,491.96,0.29,142.67,349.29,1,Defective,-1
8814,2554,Miami,Toys,Debit Card,2022-06-07,4,4,2022-06-11,112.16,0.25,28.04,84.12,0,Not Returned,0
8815,1145,Houston,Books,COD,2022-11-02,7,5,2022-11-07,499.83,0.13,64.98,434.85,0,Not Returned,-2
8816,2983,Los Angeles,Books,Credit Card,2022-03-10,3,3,2022-03-13,56.43,0.2,11.29,45.14,0,Not Returned,0
8817,2264,New York,Electronics,COD,2022-10-21,5,6,2022-10-27,362.36,0.24,86.97,275.39,0,Not Returned,1
8818,2907,Chicago,Electronics,COD,2022-04-05,6,5,2022-04-10,375.41,0.01,3.75,371.66,1,Late Delivery,-1
8819,3940,Chicago,Beauty,Net Banking,2022-09-05,7,8,2022-09-13,346.2,0.18,62.32,283.88,0,Not Returned,1
8820,3391,Phoenix,Books,Debit Card,2022-09-15,2,4,2022-09-19,393.25,0.3,117.98,275.27,0,Not Returned,2
8821,2772,New York,Clothing,Net Banking,2022-02-26,8,6,2022-03-04,246.48,0.28,69.01,177.47,0,Not Returned,-2
8822,2058,Boston,Books,UPI,2022-09-20,11,9,2022-09-29,45.97,0.25,11.49,34.48,0,Not Returned,-2
8823,3749,New York,Clothing,Debit Card,2022-07-27,7,6,2022-08-02,191.72,0.03,5.75,185.97,0,Not Returned,-1
8824,3048,Houston,Toys,Debit Card,2022-01-29,6,5,2022-02-03,328.31,0.3,98.49,229.82,0,Not Returned,-1
8825,3019,San Francisco,Home Appliances,Debit Card,2022-08-10,10,8,2022-08-18,330.2,0.18,59.44,270.76,0,Not Returned,-2
8826,1152,New York,Clothing,Net Banking,2022-06-11,5,4,2022-06-15,113.69,0.07,7.96,105.73,0,Not Returned,-1
8827,3476,Boston,Beauty,COD,2022-04-08,6,6,2022-04-14,141.44,0.2,28.29,113.15,0,Not Returned,0
8828,1507,Dallas,Sports,COD,2022-06-22,7,7,2022-06-29,253.62,0.26,65.94,187.68,0,Not Returned,0
8829,4197,Boston,Toys,COD,2022-05-07,6,6,2022-05-13,369.73,0.03,11.09,358.64,0,Not Returned,0
8830,1490,Chicago,Electronics,COD,2022-04-10,10,8,2022-04-18,429.34,0.27,115.92,313.42,0,Not Returned,-2
8831,4553,Houston,Home Appliances,COD,2022-03-12,4,2,2022-03-14,61.51,0.28,17.22,44.29,0,Not Returned,-2
8832,1344,San Francisco,Books,UPI,2022-07-05,4,5,2022-07-10,464.3,0.0,0.0,464.3,0,Not Returned,1
8833,2935,Boston,Clothing,Credit Card,2022-11-30,1,3,2022-12-03,465.31,0.27,125.63,339.68,0,Not Returned,2
8834,2761,Houston,Home Appliances,Debit Card,2022-03-25,5,4,2022-03-29,23.81,0.28,6.67,17.14,1,Defective,-1
8835,1220,Dallas,Toys,Credit Card,2022-08-17,10,8,2022-08-25,263.08,0.01,2.63,260.45,0,Not Returned,-2
8836,2938,Miami,Sports,UPI,2022-10-16,1,2,2022-10-18,301.83,0.09,27.16,274.67,0,Not Returned,1
8837,2942,Miami,Clothing,COD,2022-12-17,7,9,2022-12-26,285.78,0.11,31.44,254.34,1,Size Issue,2
8838,1722,Miami,Beauty,UPI,2022-09-07,7,7,2022-09-14,315.57,0.1,31.56,284.01,0,Not Returned,0
8839,4096,Dallas,Books,UPI,2022-04-07,2,1,2022-04-08,261.61,0.23,60.17,201.44,0,Not Returned,-1
8840,1527,San Francisco,Books,Credit Card,2022-12-12,5,3,2022-12-15,161.03,0.11,17.71,143.32,0,Not Returned,-2
8841,4253,Los Angeles,Clothing,Debit Card,2022-08-06,7,8,2022-08-14,65.94,0.29,19.12,46.82,0,Not Returned,1
8842,2522,Los Angeles,Sports,Net Banking,2022-07-11,2,2,2022-07-13,120.02,0.3,36.01,84.01,1,No Longer Needed,0
8843,3888,Houston,Electronics,Net Banking,2022-06-15,5,7,2022-06-22,375.32,0.1,37.53,337.79,0,Not Returned,2
8844,2664,Miami,Electronics,Debit Card,2022-01-12,1,1,2022-01-13,135.71,0.15,20.36,115.35,0,Not Returned,0
8845,4113,Chicago,Books,COD,2022-07-10,1,3,2022-07-13,418.26,0.17,71.1,347.16,0,Not Returned,2
8846,4986,San Francisco,Toys,UPI,2022-07-07,4,2,2022-07-09,213.67,0.17,36.32,177.35,0,Not Returned,-2
8847,1480,Los Angeles,Toys,COD,2022-10-03,1,2,2022-10-05,218.95,0.11,24.08,194.87,1,Wrong Item,1
8848,3977,New York,Sports,UPI,2022-08-30,3,2,2022-09-01,436.88,0.05,21.84,415.04,0,Not Returned,-1
8849,2871,Phoenix,Books,Net Banking,2022-11-18,4,4,2022-11-22,122.86,0.02,2.46,120.4,0,Not Returned,0
8850,4819,Seattle,Electronics,Debit Card,2022-01-18,5,6,2022-01-24,111.02,0.03,3.33,107.69,0,Not Returned,1
8851,3919,Dallas,Books,Credit Card,2022-09-19,3,1,2022-09-20,493.0,0.27,133.11,359.89,0,Not Returned,-2
8852,2462,Dallas,Clothing,Credit Card,2022-03-07,9,7,2022-03-14,279.49,0.08,22.36,257.13,0,Not Returned,-2
8853,2425,Los Angeles,Toys,Debit Card,2022-03-10,5,7,2022-03-17,111.45,0.02,2.23,109.22,0,Not Returned,2
8854,4617,Dallas,Toys,Net Banking,2022-05-07,1,1,2022-05-08,99.59,0.19,18.92,80.67,0,Not Returned,0
8855,1344,Miami,Beauty,UPI,2022-05-05,10,9,2022-05-14,433.6,0.02,8.67,424.93,0,Not Returned,-1
8856,4964,Seattle,Clothing,Credit Card,2022-04-12,10,8,2022-04-20,307.93,0.02,6.16,301.77,0,Not Returned,-2
8857,1044,Chicago,Beauty,Net Banking,2022-08-02,4,2,2022-08-04,75.22,0.19,14.29,60.93,0,Not Returned,-2
8858,4717,New York,Sports,Debit Card,2022-05-30,9,7,2022-06-06,445.72,0.18,80.23,365.49,0,Not Returned,-2
8859,3068,Houston,Electronics,COD,2022-03-06,2,2,2022-03-08,233.07,0.01,2.33,230.74,0,Not Returned,0
8860,2657,Seattle,Sports,Net Banking,2022-08-16,4,4,2022-08-20,494.89,0.14,69.28,425.61,0,Not Returned,0
8861,4141,Chicago,Sports,Net Banking,2022-03-18,7,5,2022-03-23,155.24,0.13,20.18,135.06,0,Not Returned,-2
8862,2887,Dallas,Electronics,COD,2022-07-10,3,3,2022-07-13,273.83,0.16,43.81,230.02,1,Wrong Item,0
8863,3920,Los Angeles,Home Appliances,Net Banking,2022-05-21,9,7,2022-05-28,103.09,0.22,22.68,80.41,0,Not Returned,-2
8864,3095,Boston,Home Appliances,Credit Card,2022-04-25,5,7,2022-05-02,231.06,0.08,18.48,212.58,0,Not Returned,2
8865,2514,Houston,Books,Credit Card,2022-05-03,4,6,2022-05-09,104.74,0.13,13.62,91.12,0,Not Returned,2
8866,3598,San Francisco,Home Appliances,Credit Card,2022-08-28,7,7,2022-09-04,167.47,0.24,40.19,127.28,0,Not Returned,0
8867,3334,Phoenix,Clothing,Net Banking,2022-02-28,1,3,2022-03-03,149.54,0.28,41.87,107.67,0,Not Returned,2
8868,2001,Los Angeles,Toys,Net Banking,2022-04-24,5,7,2022-05-01,155.89,0.27,42.09,113.8,0,Not Returned,2
8869,2033,Dallas,Beauty,Net Banking,2022-03-23,8,7,2022-03-30,485.52,0.14,67.97,417.55,0,Not Returned,-1
8870,3589,Los Angeles,Toys,Debit Card,2022-08-02,10,9,2022-08-11,38.45,0.16,6.15,32.3,1,Wrong Item,-1
8871,3040,Miami,Sports,COD,2022-09-14,4,2,2022-09-16,258.49,0.16,41.36,217.13,0,Not Returned,-2
8872,3803,Dallas,Toys,Net Banking,2022-11-20,2,3,2022-11-23,322.04,0.26,83.73,238.31,0,Not Returned,1
8873,1273,Los Angeles,Books,COD,2022-01-09,3,4,2022-01-13,337.17,0.25,84.29,252.88,0,Not Returned,1
8874,1955,Seattle,Sports,UPI,2022-01-03,9,8,2022-01-11,382.18,0.09,34.4,347.78,0,Not Returned,-1
8875,3647,Seattle,Electronics,Credit Card,2022-09-22,3,1,2022-09-23,385.26,0.05,19.26,366.0,0,Not Returned,-2
8876,2779,New York,Toys,Debit Card,2022-12-04,3,2,2022-12-06,478.64,0.11,52.65,425.99,0,Not Returned,-1
8877,1380,New York,Home Appliances,COD,2022-11-21,1,2,2022-11-23,382.72,0.09,34.44,348.28,0,Not Returned,1
8878,2352,Houston,Electronics,Credit Card,2022-10-05,4,2,2022-10-07,415.37,0.29,120.46,294.91,0,Not Returned,-2
8879,1478,Los Angeles,Books,Debit Card,2022-04-11,4,2,2022-04-13,275.51,0.08,22.04,253.47,0,Not Returned,-2
8880,3062,New York,Beauty,Credit Card,2022-04-28,6,7,2022-05-05,335.68,0.05,16.78,318.9,0,Not Returned,1
8881,1515,Miami,Clothing,Net Banking,2022-03-21,5,6,2022-03-27,249.5,0.27,67.37,182.13,0,Not Returned,1
8882,1190,Chicago,Home Appliances,Net Banking,2022-05-13,6,7,2022-05-20,152.68,0.03,4.58,148.1,0,Not Returned,1
8883,2191,New York,Electronics,Credit Card,2022-02-08,6,6,2022-02-14,170.42,0.08,13.63,156.79,0,Not Returned,0
8884,4592,Los Angeles,Beauty,Debit Card,2022-01-03,1,1,2022-01-04,193.06,0.13,25.1,167.96,0,Not Returned,0
8885,3668,Seattle,Toys,Credit Card,2022-01-26,4,6,2022-02-01,183.51,0.18,33.03,150.48,0,Not Returned,2
8886,2160,Phoenix,Home Appliances,UPI,2022-09-21,2,4,2022-09-25,275.92,0.1,27.59,248.33,0,Not Returned,2
8887,3201,Boston,Sports,Debit Card,2022-02-21,7,9,2022-03-02,138.86,0.15,20.83,118.03,0,Not Returned,2
8888,2411,San Francisco,Clothing,Debit Card,2022-07-16,4,6,2022-07-22,267.99,0.06,16.08,251.91,0,Not Returned,2
8889,4280,New York,Toys,Credit Card,2022-06-04,7,9,2022-06-13,459.8,0.17,78.17,381.63,0,Not Returned,2
8890,1271,San Francisco,Beauty,COD,2022-08-02,8,8,2022-08-10,214.86,0.12,25.78,189.08,0,Not Returned,0
8891,1142,Boston,Home Appliances,Credit Card,2022-02-25,7,5,2022-03-02,126.87,0.25,31.72,95.15,0,Not Returned,-2
8892,4682,Houston,Toys,COD,2022-02-12,6,7,2022-02-19,186.49,0.12,22.38,164.11,0,Not Returned,1
8893,2912,Seattle,Clothing,Debit Card,2022-01-27,7,8,2022-02-04,440.91,0.13,57.32,383.59,1,Size Issue,1
8894,4891,Seattle,Beauty,Net Banking,2022-02-14,4,5,2022-02-19,472.02,0.18,84.96,387.06,0,Not Returned,1
8895,2092,Boston,Sports,Net Banking,2022-10-29,6,8,2022-11-06,445.61,0.04,17.82,427.79,0,Not Returned,2
8896,3294,Los Angeles,Sports,Credit Card,2022-02-02,8,9,2022-02-11,157.93,0.05,7.9,150.03,0,Not Returned,1
8897,4332,San Francisco,Electronics,COD,2022-05-07,5,5,2022-05-12,206.17,0.24,49.48,156.69,0,Not Returned,0
8898,1787,San Francisco,Books,Credit Card,2022-04-05,6,8,2022-04-13,487.97,0.08,39.04,448.93,0,Not Returned,2
8899,3126,Boston,Electronics,UPI,2022-10-11,7,9,2022-10-20,175.45,0.21,36.84,138.61,1,No Longer Needed,2
8900,2681,San Francisco,Clothing,Credit Card,2022-12-16,1,1,2022-12-17,86.17,0.03,2.59,83.58,0,Not Returned,0
8901,1622,Los Angeles,Electronics,Credit Card,2022-12-20,9,7,2022-12-27,155.41,0.25,38.85,116.56,0,Not Returned,-2
8902,4841,Seattle,Beauty,Credit Card,2022-04-19,7,7,2022-04-26,482.71,0.3,144.81,337.9,1,Wrong Item,0
8903,4676,Houston,Home Appliances,Credit Card,2022-03-22,2,2,2022-03-24,219.62,0.11,24.16,195.46,0,Not Returned,0
8904,3572,Miami,Beauty,COD,2022-06-28,2,2,2022-06-30,468.26,0.15,70.24,398.02,0,Not Returned,0
8905,3819,Seattle,Electronics,COD,2022-07-11,10,8,2022-07-19,69.96,0.13,9.09,60.87,0,Not Returned,-2
8906,1937,Chicago,Books,COD,2022-02-04,6,7,2022-02-11,387.71,0.27,104.68,283.03,0,Not Returned,1
8907,4692,Chicago,Beauty,UPI,2022-09-19,3,3,2022-09-22,64.8,0.0,0.0,64.8,0,Not Returned,0
8908,4401,Seattle,Beauty,UPI,2022-08-09,2,4,2022-08-13,114.8,0.2,22.96,91.84,0,Not Returned,2
8909,4260,Los Angeles,Beauty,Credit Card,2022-07-05,2,3,2022-07-08,315.73,0.2,63.15,252.58,1,No Longer Needed,1
8910,2118,Miami,Books,COD,2022-05-08,3,4,2022-05-12,228.55,0.11,25.14,203.41,0,Not Returned,1
8911,1616,Houston,Beauty,UPI,2022-09-27,6,5,2022-10-02,340.0,0.07,23.8,316.2,0,Not Returned,-1
8912,2031,San Francisco,Clothing,Net Banking,2022-07-20,1,1,2022-07-21,487.24,0.07,34.11,453.13,0,Not Returned,0
8913,1066,Chicago,Sports,Credit Card,2022-11-08,5,6,2022-11-14,45.3,0.24,10.87,34.43,0,Not Returned,1
8914,4567,Chicago,Books,Debit Card,2022-03-20,3,5,2022-03-25,111.98,0.02,2.24,109.74,0,Not Returned,2
8915,1190,Chicago,Clothing,COD,2022-08-18,7,5,2022-08-23,327.31,0.17,55.64,271.67,0,Not Returned,-2
8916,4437,Dallas,Books,Credit Card,2022-05-28,11,9,2022-06-06,450.33,0.09,40.53,409.8,0,Not Returned,-2
8917,3815,Los Angeles,Books,Credit Card,2022-08-02,2,3,2022-08-05,402.87,0.08,32.23,370.64,1,Defective,1
8918,1520,Seattle,Sports,Debit Card,2022-05-04,5,3,2022-05-07,243.48,0.15,36.52,206.96,0,Not Returned,-2
8919,1989,Miami,Home Appliances,Net Banking,2022-05-25,10,9,2022-06-03,377.83,0.27,102.01,275.82,0,Not Returned,-1
8920,2140,Seattle,Clothing,UPI,2022-05-22,10,8,2022-05-30,119.89,0.19,22.78,97.11,0,Not Returned,-2
8921,3314,Dallas,Books,UPI,2022-01-26,11,9,2022-02-04,26.59,0.24,6.38,20.21,0,Not Returned,-2
8922,2634,Chicago,Toys,Debit Card,2022-08-20,10,8,2022-08-28,293.61,0.18,52.85,240.76,0,Not Returned,-2
8923,3532,Boston,Books,Debit Card,2022-06-09,5,7,2022-06-16,410.36,0.21,86.18,324.18,0,Not Returned,2
8924,4580,Dallas,Electronics,UPI,2022-12-15,3,2,2022-12-17,228.05,0.13,29.65,198.4,0,Not Returned,-1
8925,4369,Los Angeles,Beauty,Net Banking,2022-08-20,6,5,2022-08-25,293.24,0.28,82.11,211.13,0,Not Returned,-1
8926,4980,Houston,Home Appliances,Net Banking,2022-03-12,9,7,2022-03-19,222.65,0.15,33.4,189.25,0,Not Returned,-2
8927,2187,San Francisco,Sports,Credit Card,2022-11-09,4,5,2022-11-14,266.74,0.17,45.35,221.39,0,Not Returned,1
8928,1375,Phoenix,Toys,Debit Card,2022-07-20,1,1,2022-07-21,444.49,0.16,71.12,373.37,0,Not Returned,0
8929,1652,Miami,Clothing,Debit Card,2022-09-25,5,6,2022-10-01,249.51,0.09,22.46,227.05,0,Not Returned,1
8930,4339,Dallas,Books,Debit Card,2022-01-03,6,6,2022-01-09,23.59,0.07,1.65,21.94,0,Not Returned,0
8931,1548,Houston,Beauty,UPI,2022-12-19,4,6,2022-12-25,403.93,0.02,8.08,395.85,0,Not Returned,2
8932,2097,Phoenix,Clothing,UPI,2022-05-23,5,3,2022-05-26,316.5,0.22,69.63,246.87,0,Not Returned,-2
8933,4579,Houston,Sports,UPI,2022-05-17,1,1,2022-05-18,370.59,0.09,33.35,337.24,0,Not Returned,0
8934,1072,Seattle,Home Appliances,Net Banking,2022-02-18,5,7,2022-02-25,452.52,0.12,54.3,398.22,0,Not Returned,2
8935,3355,Seattle,Electronics,UPI,2022-06-21,5,6,2022-06-27,157.38,0.28,44.07,113.31,1,No Longer Needed,1
8936,1198,Chicago,Home Appliances,Credit Card,2022-03-22,5,5,2022-03-27,261.47,0.17,44.45,217.02,1,Size Issue,0
8937,4201,New York,Electronics,UPI,2022-06-05,1,3,2022-06-08,309.19,0.03,9.28,299.91,0,Not Returned,2
8938,2781,San Francisco,Clothing,Net Banking,2022-09-26,6,6,2022-10-02,185.79,0.24,44.59,141.2,0,Not Returned,0
8939,4895,Los Angeles,Home Appliances,Debit Card,2022-10-30,9,9,2022-11-08,426.11,0.08,34.09,392.02,0,Not Returned,0
8940,1571,Los Angeles,Home Appliances,Credit Card,2022-01-21,7,8,2022-01-29,354.83,0.17,60.32,294.51,0,Not Returned,1
8941,1790,Chicago,Home Appliances,Net Banking,2022-02-19,7,8,2022-02-27,372.04,0.15,55.81,316.23,0,Not Returned,1
8942,2638,Seattle,Sports,COD,2022-06-24,10,8,2022-07-02,407.84,0.07,28.55,379.29,1,No Longer Needed,-2
8943,2831,Chicago,Clothing,Debit Card,2022-04-24,3,1,2022-04-25,143.88,0.03,4.32,139.56,0,Not Returned,-2
8944,2855,Boston,Toys,UPI,2022-09-18,5,7,2022-09-25,377.91,0.06,22.67,355.24,0,Not Returned,2
8945,2510,Dallas,Electronics,Net Banking,2022-09-20,3,1,2022-09-21,391.43,0.03,11.74,379.69,0,Not Returned,-2
8946,4924,Dallas,Home Appliances,COD,2022-10-20,6,7,2022-10-27,424.35,0.08,33.95,390.4,0,Not Returned,1
8947,2174,Miami,Clothing,Net Banking,2022-12-05,4,2,2022-12-07,254.5,0.3,76.35,178.15,0,Not Returned,-2
8948,4740,Seattle,Toys,UPI,2022-09-11,5,3,2022-09-14,262.01,0.12,31.44,230.57,1,Defective,-2
8949,4277,New York,Beauty,Net Banking,2022-03-08,4,2,2022-03-10,67.13,0.26,17.45,49.68,0,Not Returned,-2
8950,1178,Boston,Sports,COD,2022-04-13,1,1,2022-04-14,429.02,0.16,68.64,360.38,0,Not Returned,0
8951,3244,Boston,Sports,Net Banking,2022-12-21,7,5,2022-12-26,276.07,0.2,55.21,220.86,0,Not Returned,-2
8952,1734,Seattle,Beauty,Credit Card,2022-10-10,7,8,2022-10-18,305.33,0.05,15.27,290.06,1,No Longer Needed,1
8953,3136,Dallas,Clothing,Credit Card,2022-02-20,6,6,2022-02-26,78.29,0.08,6.26,72.03,0,Not Returned,0
8954,1798,Phoenix,Electronics,UPI,2022-06-25,6,4,2022-06-29,308.87,0.15,46.33,262.54,1,Defective,-2
8955,4505,Dallas,Clothing,COD,2022-11-24,3,1,2022-11-25,40.15,0.26,10.44,29.71,0,Not Returned,-2
8956,1787,Miami,Clothing,COD,2022-08-31,1,2,2022-09-02,463.14,0.01,4.63,458.51,0,Not Returned,1
8957,3795,Miami,Books,COD,2022-06-30,1,2,2022-07-02,434.5,0.15,65.18,369.32,0,Not Returned,1
8958,4254,Seattle,Toys,COD,2022-07-30,2,3,2022-08-02,113.27,0.02,2.27,111.0,0,Not Returned,1
8959,1208,San Francisco,Sports,COD,2022-12-16,3,2,2022-12-18,305.02,0.14,42.7,262.32,0,Not Returned,-1
8960,1492,San Francisco,Electronics,Debit Card,2022-02-17,3,4,2022-02-21,309.3,0.19,58.77,250.53,1,No Longer Needed,1
8961,4201,New York,Books,Net Banking,2022-08-20,2,4,2022-08-24,405.65,0.22,89.24,316.41,0,Not Returned,2
8962,3712,San Francisco,Beauty,COD,2022-09-23,4,5,2022-09-28,383.32,0.04,15.33,367.99,0,Not Returned,1
8963,4084,Houston,Clothing,Credit Card,2022-04-04,9,9,2022-04-13,496.76,0.05,24.84,471.92,0,Not Returned,0
8964,2657,Houston,Beauty,Net Banking,2022-09-12,3,3,2022-09-15,188.4,0.14,26.38,162.02,0,Not Returned,0
8965,3918,Los Angeles,Sports,UPI,2022-03-27,5,6,2022-04-02,79.82,0.3,23.95,55.87,0,Not Returned,1
8966,1731,Houston,Books,UPI,2022-04-05,4,4,2022-04-09,295.27,0.11,32.48,262.79,0,Not Returned,0
8967,2129,Phoenix,Toys,COD,2022-02-15,5,7,2022-02-22,386.72,0.13,50.27,336.45,0,Not Returned,2
8968,4446,Phoenix,Books,Debit Card,2022-02-05,5,4,2022-02-09,157.18,0.13,20.43,136.75,1,Size Issue,-1
8969,2605,Phoenix,Electronics,Debit Card,2022-01-10,8,7,2022-01-17,133.38,0.02,2.67,130.71,0,Not Returned,-1
8970,4778,Houston,Toys,Net Banking,2022-09-01,1,1,2022-09-02,405.18,0.23,93.19,311.99,0,Not Returned,0
8971,3745,New York,Clothing,Debit Card,2022-01-27,11,9,2022-02-05,381.79,0.08,30.54,351.25,1,Late Delivery,-2
8972,4170,Dallas,Electronics,UPI,2022-03-20,3,1,2022-03-21,117.63,0.21,24.7,92.93,0,Not Returned,-2
8973,1593,Seattle,Books,COD,2022-05-19,6,5,2022-05-24,437.25,0.14,61.22,376.03,0,Not Returned,-1
8974,4658,Chicago,Toys,Credit Card,2022-02-01,8,8,2022-02-09,84.67,0.18,15.24,69.43,0,Not Returned,0
8975,3933,Los Angeles,Books,UPI,2022-05-28,8,8,2022-06-05,72.44,0.02,1.45,70.99,0,Not Returned,0
8976,3899,Miami,Electronics,UPI,2022-02-15,8,6,2022-02-21,188.53,0.27,50.9,137.63,1,Wrong Item,-2
8977,2215,Boston,Books,Net Banking,2022-03-01,7,6,2022-03-07,445.54,0.07,31.19,414.35,0,Not Returned,-1
8978,1324,Miami,Toys,Debit Card,2022-03-09,1,2,2022-03-11,353.81,0.2,70.76,283.05,1,Late Delivery,1
8979,1978,Los Angeles,Home Appliances,Credit Card,2022-01-17,3,4,2022-01-21,209.46,0.24,50.27,159.19,0,Not Returned,1
8980,2749,Miami,Sports,Credit Card,2022-03-06,8,8,2022-03-14,95.48,0.16,15.28,80.2,0,Not Returned,0
8981,2850,Dallas,Clothing,Debit Card,2022-07-04,1,2,2022-07-06,362.47,0.1,36.25,326.22,0,Not Returned,1
8982,4003,Miami,Sports,COD,2022-10-02,8,6,2022-10-08,307.59,0.29,89.2,218.39,0,Not Returned,-2
8983,2490,Miami,Clothing,Debit Card,2022-01-05,3,3,2022-01-08,494.09,0.08,39.53,454.56,0,Not Returned,0
8984,1893,Dallas,Toys,COD,2022-03-23,5,7,2022-03-30,387.47,0.28,108.49,278.98,0,Not Returned,2
